GEOID_bg,market_area,year_qu,R_quarter,R_year,rent_bg,rent_ma,N,GISJOIN
211110109015,Central Bardstown,21,Q2,2019,750,865,21,G21011100109015
211110109021,Central Taylorsville,21,Q2,2019,750,925,26,G21011100109021
211110109022,Central Taylorsville,21,Q2,2019,750,925,20,G21011100109022
211110109023,Central Taylorsville,21,Q2,2019,774.5,925,26,G21011100109023
211110110031,Central Bardstown,21,Q2,2019,750,865,17,G21011100110031
211110110032,Central Bardstown,21,Q2,2019,747.5,865,22,G21011100110032
211110110033,Central Bardstown,21,Q2,2019,774.5,865,28,G21011100110033
211110110034,Central Bardstown,21,Q2,2019,745,865,21,G21011100110034
211110110035,Central Bardstown,21,Q2,2019,722.5,865,14,G21011100110035
211110110036,Central Bardstown,21,Q2,2019,750,865,16,G21011100110036
211110110051,Central Bardstown,21,Q2,2019,745,865,11,G21011100110051
211110110052,Central Bardstown,21,Q2,2019,745,865,11,G21011100110052
211110110053,Central Bardstown,21,Q2,2019,745,865,9,G21011100110053
211110110061,Central Bardstown,21,Q2,2019,775,865,9,G21011100110061
211110110062,Central Bardstown,21,Q2,2019,799,865,5,G21011100110062
211110110071,Central Bardstown,21,Q2,2019,699.5,865,6,G21011100110071
211110110072,Central Bardstown,22,Q2,2019,799,865,5,G21011100110072
211110110081,Central Taylorsville,21,Q2,2019,750,925,17,G21011100110081
211110110082,Central Taylorsville,21,Q2,2019,774.5,925,22,G21011100110082
211110110083,Central Taylorsville,21,Q2,2019,819,925,26,G21011100110083
211110110091,Central Taylorsville,21,Q2,2019,750,925,29,G21011100110091
211110110092,Central Taylorsville,21,Q2,2019,750,925,21,G21011100110092
211110110093,Central Taylorsville,21,Q2,2019,750,925,27,G21011100110093
211110111091,Central Bardstown,21,Q2,2019,2350,865,1,G21011100111091
211110111092,Central Bardstown,21,Q2,2019,887.5,865,24,G21011100111092
211110111101,Central Bardstown,21,Q2,2019,1174.5,865,4,G21011100111101
211110111102,Central Bardstown,21,Q2,2019,1562.5,865,2,G21011100111102
211110111103,Central Bardstown,21,Q2,2019,875,865,25,G21011100111103
211110111104,Central Bardstown,18,Q2,2019,1037,865,2,G21011100111104
211110111105,Central Bardstown,21,Q2,2019,850,865,17,G21011100111105
211110111106,Central Bardstown,21,Q2,2019,1249,865,3,G21011100111106
211110111111,Central Taylorsville,21,Q2,2019,1295,925,13,G21011100111111
211110111112,Central Taylorsville,21,Q2,2019,1270,925,17,G21011100111112
211110111113,Central Taylorsville,21,Q2,2019,1182.5,925,18,G21011100111113
211110111121,Central Taylorsville,21,Q2,2019,1275,925,17,G21011100111121
211110111122,Central Taylorsville,21,Q2,2019,980,925,24,G21011100111122
211110111131,Central Bardstown,21,Q2,2019,1500,865,3,G21011100111131
211110111132,Central Bardstown,21,Q2,2019,2100,865,2,G21011100111132
211110111141,Central Bardstown,21,Q2,2019,785,865,8,G21011100111141
211110111142,Central Bardstown,21,Q2,2019,1295,865,7,G21011100111142
211110111143,Central Bardstown,21,Q2,2019,1020,865,6,G21011100111143
211110111144,Central Bardstown,21,Q2,2019,745,865,7,G21011100111144
211110111151,Central Taylorsville,21,Q2,2019,760,925,11,G21011100111151
211110111152,Central Taylorsville,21,Q2,2019,780,925,10,G21011100111152
211110111161,Central Taylorsville,21,Q2,2019,875,925,1,G21011100111161
211110111162,Central Taylorsville,19,Q2,2019,1235,925,13,G21011100111162
211110111163,Central Taylorsville,21,Q2,2019,1355,925,25,G21011100111163
211110111171,Central Taylorsville,21,Q2,2019,900,925,12,G21011100111171
211110111172,Central Taylorsville,21,Q2,2019,850,925,13,G21011100111172
211110111173,Central Taylorsville,21,Q2,2019,850,925,23,G21011100111173
211110111181,Central Taylorsville,21,Q2,2019,842.5,925,22,G21011100111181
211110111182,Central Taylorsville,21,Q2,2019,842.5,925,22,G21011100111182
211110111183,Central Taylorsville,20,Q2,2019,865,925,9,G21011100111183
211110111184,Central Taylorsville,18,Q2,2019,1500,925,3,G21011100111184
211110112011,Central Bardstown,21,Q2,2019,795,865,7,G21011100112011
211110112021,Central Bardstown,21,Q2,2019,797.5,865,12,G21011100112021
211110112022,Central Bardstown,21,Q2,2019,795,865,11,G21011100112022
211110112023,Central Bardstown,21,Q2,2019,775,865,9,G21011100112023
211110113011,Central Bardstown,21,Q2,2019,800,865,5,G21011100113011
211110113012,Central Bardstown,21,Q2,2019,1100,865,5,G21011100113012
211110113021,Central Bardstown,21,Q2,2019,965,865,17,G21011100113021
211110113022,Central Bardstown,21,Q2,2019,949,865,5,G21011100113022
211110113023,Central Bardstown,21,Q2,2019,949,865,5,G21011100113023
211110113024,Central Bardstown,21,Q2,2019,965,865,19,G21011100113024
211110113025,Central Bardstown,21,Q2,2019,949.5,865,8,G21011100113025
211110113026,Central Bardstown,21,Q2,2019,949.5,865,8,G21011100113026
211110114031,Central Preston,20,Q2,2019,1199.5,995,2,G21011100114031
211110114032,Central Preston,21,Q2,2019,1099,995,3,G21011100114032
211110114041,Central Preston,21,Q2,2019,772,995,6,G21011100114041
211110114042,Central Preston,21,Q2,2019,897.5,995,4,G21011100114042
211110114051,Central Preston,21,Q2,2019,929,995,10,G21011100114051
211110114052,Central Preston,21,Q2,2019,909,995,7,G21011100114052
211110114053,Central Preston,21,Q2,2019,909,995,5,G21011100114053
211110114054,Central Preston,21,Q2,2019,595,995,5,G21011100114054
211110114055,Central Preston,21,Q2,2019,595,995,5,G21011100114055
211110114061,Central Preston,21,Q2,2019,965,995,17,G21011100114061
211110114062,Central Preston,21,Q2,2019,965,995,15,G21011100114062
211110114063,Central Preston,21,Q2,2019,965,995,14,G21011100114063
211110115061,Central Bardstown,21,Q2,2019,1249,865,3,G21011100115061
211110115062,Central Bardstown,21,Q2,2019,1249,865,3,G21011100115062
211110115063,Central Bardstown,19,Q2,2019,1249,865,3,G21011100115063
211110115064,Central Bardstown,21,Q2,2019,870,865,24,G21011100115064
211110115065,Central Bardstown,21,Q2,2019,1364,865,6,G21011100115065
211110115081,Central Bardstown,18,Q2,2019,1422.5,865,8,G21011100115081
211110115082,Central Bardstown,19,Q2,2019,1350,865,5,G21011100115082
211110115083,Central Bardstown,22,Q2,2019,850,865,9,G21011100115083
211110115084,Central Bardstown,22,Q2,2019,749,865,6,G21011100115084
211110115091,Central Bardstown,21,Q2,2019,875,865,23,G21011100115091
211110115092,Central Bardstown,21,Q2,2019,900,865,27,G21011100115092
211110115093,Central Bardstown,21,Q2,2019,907.5,865,26,G21011100115093
211110115133,Central Preston,21,Q2,2019,1445,995,1,G21011100115133
211110115141,Central Preston,22,Q2,2019,1249,995,1,G21011100115141
211110115142,Central Preston,22,Q2,2019,1810,995,2,G21011100115142
211110115151,Central Bardstown,22,Q2,2019,1364,865,2,G21011100115151
211110115152,Central Bardstown,21,Q2,2019,900,865,25,G21011100115152
211110115153,Central Bardstown,21,Q2,2019,907.5,865,28,G21011100115153
211110115154,Central Bardstown,21,Q2,2019,900,865,25,G21011100115154
211110115161,Central Bardstown,21,Q2,2019,1249,865,3,G21011100115161
211110115162,Central Bardstown,21,Q2,2019,1364,865,2,G21011100115162
211110115163,Central Bardstown,22,Q2,2019,1249,865,1,G21011100115163
211110115171,Central Taylorsville,21,Q2,2019,875,925,18,G21011100115171
211110115172,Central Taylorsville,21,Q2,2019,862.5,925,16,G21011100115172
211110115173,Central Taylorsville,19,Q2,2019,1795,925,3,G21011100115173
211110115174,Central Taylorsville,21,Q2,2019,887.5,925,14,G21011100115174
211110115175,Central Taylorsville,21,Q2,2019,900,925,13,G21011100115175
211110115181,Central Taylorsville,18,Q2,2019,1820,925,2,G21011100115181
211110115191,Central Bardstown,21,Q2,2019,1599,865,3,G21011100115191
211110115192,Central Bardstown,18,Q2,2019,1770,865,6,G21011100115192
211110115193,Central Bardstown,13,Q2,2019,1845,865,3,G21011100115193
211110115202,Central Taylorsville,15,Q2,2019,1235,925,13,G21011100115202
211110115203,Central Taylorsville,17,Q2,2019,1235,925,13,G21011100115203
211110115211,Central Preston,21,Q2,2019,1337,995,2,G21011100115211
211110115212,Central Preston,21,Q2,2019,995,995,13,G21011100115212
211110115213,Central Preston,21,Q2,2019,995,995,13,G21011100115213
211110115221,Central Preston,21,Q2,2019,1475,995,7,G21011100115221
211110115222,Central Preston,20,Q2,2019,1810,995,2,G21011100115222
211110116031,South Floyd's Fork,17,Q2,2019,1287.5,1250,4,G21011100116031
211110116033,South Floyd's Fork,17,Q2,2019,1795,1250,5,G21011100116033
211110116051,South Floyd's Fork,21,Q2,2019,1262.5,1250,20,G21011100116051
211110116052,South Floyd's Fork,15,Q2,2019,2475,1250,2,G21011100116052
211110116053,South Floyd's Fork,21,Q2,2019,1240,1250,37,G21011100116053
211110117061,Central Preston,21,Q2,2019,1325,995,13,G21011100117061
211110117062,Central Preston,18,Q2,2019,1445,995,3,G21011100117062
211110117063,Central Preston,18,Q2,2019,1445,995,1,G21011100117063
211110117071,McNeely Lake,21,Q2,2019,1287.5,1180,12,G21011100117071
211110117072,McNeely Lake,19,Q2,2019,1460,1180,8,G21011100117072
211110117073,McNeely Lake,21,Q2,2019,1250,1180,17,G21011100117073
211110117075,McNeely Lake,18,Q2,2019,1175,1180,6,G21011100117075
211110117081,McNeely Lake,20,Q2,2019,1897.5,1180,2,G21011100117081
211110117083,McNeely Lake,17,Q2,2019,1287.5,1180,4,G21011100117083
211110117084,McNeely Lake,17,Q2,2019,1249,1180,1,G21011100117084
211110117091,McNeely Lake,12,Q2,2019,1770,1180,2,G21011100117091
211110117092,McNeely Lake,18,Q2,2019,996,1180,6,G21011100117092
211110117093,McNeely Lake,8,Q2,2019,975,1180,3,G21011100117093
211110117101,McNeely Lake,18,Q2,2019,1225,1180,9,G21011100117101
211110117102,McNeely Lake,19,Q2,2019,1225,1180,9,G21011100117102
211110117111,McNeely Lake,21,Q2,2019,1150,1180,17,G21011100117111
211110117112,McNeely Lake,21,Q2,2019,1150,1180,26,G21011100117112
211110117113,McNeely Lake,21,Q2,2019,1150,1180,26,G21011100117113
211110117114,McNeely Lake,19,Q2,2019,1125,1180,7,G21011100117114
211110117121,McNeely Lake,21,Q2,2019,1150,1180,14,G21011100117121
211110117122,McNeely Lake,21,Q2,2019,1110,1180,27,G21011100117122
211110117123,McNeely Lake,21,Q2,2019,1150,1180,16,G21011100117123
211110117131,McNeely Lake,18,Q2,2019,1249.5,1180,4,G21011100117131
211110117132,McNeely Lake,21,Q2,2019,895,1180,9,G21011100117132
211110117133,McNeely Lake,18,Q2,2019,1497,1180,2,G21011100117133
211110118001,Central Preston,21,Q2,2019,694,995,7,G21011100118001
211110118002,Central Preston,21,Q2,2019,694,995,7,G21011100118002
211110119041,Central Preston,21,Q2,2019,1197,995,2,G21011100119041
211110119061,Central Preston,21,Q2,2019,1199,995,1,G21011100119061
211110119062,Central Preston,21,Q2,2019,995,995,14,G21011100119062
211110119071,Central Preston,21,Q2,2019,1224.5,995,4,G21011100119071
211110119072,Central Preston,21,Q2,2019,1322,995,2,G21011100119072
211110119073,Central Preston,21,Q2,2019,1250,995,10,G21011100119073
211110119074,Central Preston,20,Q2,2019,1399,995,3,G21011100119074
211110119081,Central Preston,21,Q2,2019,1095,995,11,G21011100119081
211110119082,Central Preston,21,Q2,2019,895,995,9,G21011100119082
211110119091,Central Preston,21,Q2,2019,1095,995,3,G21011100119091
211110119092,Central Preston,21,Q2,2019,995,995,10,G21011100119092
211110121031,Riverport,20,Q2,2019,982.5,800,4,G21011100121031
211110121032,Riverport,20,Q2,2019,1115,800,4,G21011100121032
211110121033,Riverport,16,Q2,2019,1115,800,4,G21011100121033
211110121041,Jefferson Forest,20,Q2,2019,895,900,5,G21011100121041
211110121043,Jefferson Forest,18,Q2,2019,895,900,3,G21011100121043
211110121051,South-Central Dixie,21,Q2,2019,1048,975,9,G21011100121051
211110121052,South-Central Dixie,21,Q2,2019,995,975,3,G21011100121052
211110121053,South-Central Dixie,21,Q2,2019,1021.5,975,12,G21011100121053
211110121054,South-Central Dixie,21,Q2,2019,995,975,13,G21011100121054
211110121071,Jefferson Forest,21,Q2,2019,900,900,10,G21011100121071
211110121072,Jefferson Forest,20,Q2,2019,924.5,900,8,G21011100121072
211110121073,Jefferson Forest,19,Q2,2019,900,900,2,G21011100121073
211110121074,Jefferson Forest,20,Q2,2019,924.5,900,4,G21011100121074
211110121081,South-Central Dixie,21,Q2,2019,936,975,18,G21011100121081
211110121091,South-Central Dixie,21,Q2,2019,954,975,14,G21011100121091
211110121092,South-Central Dixie,21,Q2,2019,954,975,14,G21011100121092
211110121093,South-Central Dixie,20,Q2,2019,995,975,1,G21011100121093
211110121094,South-Central Dixie,21,Q2,2019,900,975,11,G21011100121094
211110121095,South-Central Dixie,21,Q2,2019,900,975,6,G21011100121095
211110122031,South-Central Dixie,21,Q2,2019,652.5,975,4,G21011100122031
211110122034,South-Central Dixie,18,Q2,2019,635,975,5,G21011100122034
211110122041,Iroquois Park,18,Q2,2019,750,725,1,G21011100122041
211110122042,Iroquois Park,21,Q2,2019,1495,725,3,G21011100122042
211110122043,Iroquois Park,21,Q2,2019,862.5,725,2,G21011100122043
211110122051,Iroquois Park,19,Q2,2019,1495,725,3,G21011100122051
211110122061,Iroquois Park,19,Q2,2019,1345,725,4,G21011100122061
211110122062,Iroquois Park,21,Q2,2019,1195,725,5,G21011100122062
211110122063,Iroquois Park,19,Q2,2019,1545,725,2,G21011100122063
211110122064,Iroquois Park,19,Q2,2019,1495,725,3,G21011100122064
211110123011,Iroquois Park,21,Q2,2019,603,725,8,G21011100123011
211110123012,Iroquois Park,21,Q2,2019,730.5,725,6,G21011100123012
211110123013,Iroquois Park,21,Q2,2019,1282.5,725,2,G21011100123013
211110123021,Iroquois Park,21,Q2,2019,635,725,4,G21011100123021
211110123022,Iroquois Park,21,Q2,2019,715,725,1,G21011100123022
211110123023,Iroquois Park,21,Q2,2019,596,725,4,G21011100123023
211110123024,Iroquois Park,21,Q2,2019,975,725,1,G21011100123024
211110124061,South-Central Dixie,21,Q2,2019,835,975,12,G21011100124061
211110124062,South-Central Dixie,21,Q2,2019,885,975,14,G21011100124062
211110124063,South-Central Dixie,21,Q2,2019,1125,975,10,G21011100124063
211110124064,South-Central Dixie,21,Q2,2019,1125,975,10,G21011100124064
211110124071,South-Central Dixie,19,Q2,2019,1200,975,5,G21011100124071
211110124072,South-Central Dixie,20,Q2,2019,1125,975,6,G21011100124072
211110124073,South-Central Dixie,21,Q2,2019,1200,975,5,G21011100124073
211110124074,South-Central Dixie,21,Q2,2019,1250,975,3,G21011100124074
211110124081,South-Central Dixie,21,Q2,2019,1125,975,8,G21011100124081
211110124082,South-Central Dixie,21,Q2,2019,899,975,11,G21011100124082
211110124083,South-Central Dixie,20,Q2,2019,1050,975,7,G21011100124083
211110124091,South-Central Dixie,21,Q2,2019,1080,975,5,G21011100124091
211110124092,South-Central Dixie,21,Q2,2019,1048,975,9,G21011100124092
211110124093,South-Central Dixie,21,Q2,2019,1048,975,11,G21011100124093
211110124101,South-Central Dixie,21,Q2,2019,947.5,975,8,G21011100124101
211110124102,South-Central Dixie,21,Q2,2019,895,975,15,G21011100124102
211110124121,South-Central Dixie,20,Q2,2019,975,975,7,G21011100124121
211110124122,South-Central Dixie,20,Q2,2019,962.5,975,10,G21011100124122
211110124131,South-Central Dixie,21,Q2,2019,935,975,10,G21011100124131
211110124132,South-Central Dixie,21,Q2,2019,825,975,8,G21011100124132
211110125011,Southwest Core,21,Q2,2019,997.5,717,4,G21011100125011
211110125012,Southwest Core,21,Q2,2019,1100,717,5,G21011100125012
211110125021,South-Central Dixie,21,Q2,2019,832.5,975,6,G21011100125021
211110125022,South-Central Dixie,20,Q2,2019,950,975,7,G21011100125022
211110125023,South-Central Dixie,20,Q2,2019,950,975,7,G21011100125023
211110125024,South-Central Dixie,21,Q2,2019,922.5,975,8,G21011100125024
211110125025,South-Central Dixie,21,Q2,2019,735,975,13,G21011100125025
211110125031,South-Central Dixie,20,Q2,2019,1175,975,2,G21011100125031
211110125032,South-Central Dixie,20,Q2,2019,962.5,975,8,G21011100125032
211110125033,South-Central Dixie,20,Q2,2019,922.5,975,8,G21011100125033
211110126031,Southwest Core,21,Q2,2019,845,717,4,G21011100126031
211110126032,Southwest Core,21,Q2,2019,997.5,717,6,G21011100126032
211110126041,Southwest Core,20,Q2,2019,797.5,717,8,G21011100126041
211110126042,Southwest Core,20,Q2,2019,1150,717,7,G21011100126042
211110126043,Southwest Core,20,Q2,2019,797.5,717,8,G21011100126043
211110126044,Southwest Core,20,Q2,2019,700,717,7,G21011100126044
211110126045,Southwest Core,21,Q2,2019,1247.5,717,4,G21011100126045
211110126051,Southwest Core,21,Q2,2019,650,717,3,G21011100126051
211110126052,Southwest Core,21,Q2,2019,629,717,15,G21011100126052
211110126053,Southwest Core,21,Q2,2019,629,717,16,G21011100126053
211110126061,Southwest Core,21,Q2,2019,800,717,5,G21011100126061
211110126062,Southwest Core,20,Q2,2019,700,717,11,G21011100126062
211110126063,Southwest Core,21,Q2,2019,622.5,717,2,G21011100126063
211110127011,Riverport,19,Q2,2019,700,800,7,G21011100127011
211110127012,Riverport,17,Q2,2019,700,800,1,G21011100127012
211110127022,Riverport,18,Q2,2019,700,800,3,G21011100127022
211110127031,Riverport,19,Q2,2019,1445,800,1,G21011100127031
211110127032,Riverport,21,Q2,2019,1037.5,800,4,G21011100127032
211110127033,Riverport,20,Q2,2019,825,800,6,G21011100127033
211110127034,Riverport,17,Q2,2019,650,800,3,G21011100127034
211110128011,Southwest Core,21,Q2,2019,899,717,6,G21011100128011
211110128012,Southwest Core,19,Q2,2019,875,717,11,G21011100128012
211110128021,Southwest Core,22,Q2,2019,629,717,22,G21011100128021
211110128022,Southwest Core,21,Q2,2019,875,717,17,G21011100128022
211110128023,Southwest Core,22,Q2,2019,899,717,16,G21011100128023
211110131001,Southeast Core,21,Q2,2019,1495,1050,15,G21011100131001
211119801001,Airport,19,Q2,2019,748,700,4,G21011109801001
211110002011,Northwest Core,21,Q3,2019,650,820,16,G21011100002011
211110002012,Northwest Core,20,Q3,2019,595,820,11,G21011100002012
211110002020,Northwest Core,19,Q3,2019,500,820,5,G21011100002020
211110002021,Northwest Core,21,Q3,2019,685,820,12,G21011100002021
211110003001,Northwest Core,21,Q3,2019,725,820,29,G21011100003001
211110003002,Northwest Core,21,Q3,2019,685,820,21,G21011100003002
211110003003,Northwest Core,21,Q3,2019,795,820,27,G21011100003003
211110004000,Northwest Core,20,Q3,2019,685,820,3,G21011100004000
211110004001,Northwest Core,20,Q3,2019,655,820,6,G21011100004001
211110004002,Northwest Core,20,Q3,2019,772.5,820,14,G21011100004002
211110004003,Northwest Core,21,Q3,2019,795,820,14,G21011100004003
211110004004,Northwest Core,21,Q3,2019,705,820,20,G21011100004004
211110004005,Northwest Core,20,Q3,2019,795,820,12,G21011100004005
211110006001,Northwest Core,22,Q3,2019,785,820,36,G21011100006001
211110006002,Northwest Core,23,Q3,2019,750,820,36,G21011100006002
211110007001,Northwest Core,23,Q3,2019,795,820,25,G21011100007001
211110007002,Northwest Core,23,Q3,2019,795,820,31,G21011100007002
211110007003,Northwest Core,23,Q3,2019,807.5,820,22,G21011100007003
211110008000,Northwest Core,23,Q3,2019,597.5,820,4,G21011100008000
211110008001,Northwest Core,23,Q3,2019,795,820,21,G21011100008001
211110008002,Northwest Core,23,Q3,2019,820,820,17,G21011100008002
211110008003,Northwest Core,23,Q3,2019,795,820,16,G21011100008003
211110009001,Northwest Core,23,Q3,2019,795,820,31,G21011100009001
211110009002,Northwest Core,23,Q3,2019,797.5,820,28,G21011100009002
211110010001,West Core,23,Q3,2019,750,775,39,G21011100010001
211110010002,West Core,23,Q3,2019,775,775,40,G21011100010002
211110010003,West Core,22,Q3,2019,775,775,35,G21011100010003
211110011000,West Core,23,Q3,2019,800,775,7,G21011100011000
211110011001,West Core,23,Q3,2019,810,775,26,G21011100011001
211110011002,West Core,23,Q3,2019,797.5,775,32,G21011100011002
211110011003,West Core,23,Q3,2019,750,775,17,G21011100011003
211110012000,West Core,21,Q3,2019,825,775,5,G21011100012000
211110012001,West Core,22,Q3,2019,772.5,775,24,G21011100012001
211110012002,West Core,23,Q3,2019,797.5,775,20,G21011100012002
211110012003,West Core,23,Q3,2019,750,775,11,G21011100012003
211110014001,West Core,21,Q3,2019,750,775,11,G21011100014001
211110014002,West Core,21,Q3,2019,875,775,11,G21011100014002
211110014003,West Core,21,Q3,2019,750,775,21,G21011100014003
211110015001,West Core,20,Q3,2019,825,775,26,G21011100015001
211110015002,West Core,21,Q3,2019,787.5,775,32,G21011100015002
211110015003,West Core,21,Q3,2019,775,775,33,G21011100015003
211110016001,West Core,20,Q3,2019,775,775,36,G21011100016001
211110016002,West Core,20,Q3,2019,825,775,32,G21011100016002
211110016003,West Core,20,Q3,2019,775,775,34,G21011100016003
211110017001,West Core,22,Q3,2019,762.5,775,42,G21011100017001
211110017002,West Core,22,Q3,2019,762.5,775,36,G21011100017002
211110017003,West Core,22,Q3,2019,775,775,34,G21011100017003
211110018001,West Core,22,Q3,2019,775,775,42,G21011100018001
211110021001,Northwest Core,21,Q3,2019,695,820,20,G21011100021001
211110021002,Northwest Core,21,Q3,2019,690,820,24,G21011100021002
211110021003,Northwest Core,22,Q3,2019,689,820,30,G21011100021003
211110023001,Northwest Core,22,Q3,2019,689,820,26,G21011100023001
211110023002,Northwest Core,22,Q3,2019,692,820,30,G21011100023002
211110023003,Northwest Core,22,Q3,2019,1378,820,89,G21011100023003
211110024011,Northwest Core,22,Q3,2019,725,820,35,G21011100024011
211110024012,Northwest Core,22,Q3,2019,750,820,35,G21011100024012
211110024021,Northwest Core,22,Q3,2019,710,820,28,G21011100024021
211110024022,Northwest Core,22,Q3,2019,725,820,27,G21011100024022
211110027001,West Core,22,Q3,2019,1000,775,91,G21011100027001
211110027002,West Core,22,Q3,2019,750,775,37,G21011100027002
211110027003,West Core,21,Q3,2019,737,775,30,G21011100027003
211110028001,West Core,22,Q3,2019,775,775,23,G21011100028001
211110028002,West Core,22,Q3,2019,787.5,775,28,G21011100028002
211110030001,Northwest Core,23,Q3,2019,1320.5,820,126,G21011100030001
211110030002,Northwest Core,23,Q3,2019,1200,820,181,G21011100030002
211110035011,West Core,23,Q3,2019,775,775,154,G21011100035011
211110035021,West Core,23,Q3,2019,800,775,114,G21011100035021
211110036001,Southwest Core,23,Q3,2019,795,749,69,G21011100036001
211110036002,Southwest Core,22,Q3,2019,759.5,749,60,G21011100036002
211110036003,Southwest Core,22,Q3,2019,782,749,54,G21011100036003
211110036004,Southwest Core,23,Q3,2019,795,749,59,G21011100036004
211110036005,Southwest Core,23,Q3,2019,795,749,49,G21011100036005
211110037001,University,23,Q3,2019,795,840,100,G21011100037001
211110037002,University,23,Q3,2019,769,840,93,G21011100037002
211110038001,Southwest Core,23,Q3,2019,795,749,75,G21011100038001
211110038002,Southwest Core,23,Q3,2019,737.5,749,64,G21011100038002
211110038003,Southwest Core,23,Q3,2019,690,749,60,G21011100038003
211110038004,Southwest Core,23,Q3,2019,692.5,749,52,G21011100038004
211110039001,Southwest Core,23,Q3,2019,695,749,55,G21011100039001
211110039002,Southwest Core,23,Q3,2019,645,749,42,G21011100039002
211110039003,Southwest Core,23,Q3,2019,721,749,52,G21011100039003
211110040001,Southwest Core,23,Q3,2019,800,749,69,G21011100040001
211110040002,Southwest Core,23,Q3,2019,750,749,49,G21011100040002
211110041001,Southwest Core,22,Q3,2019,775,749,75,G21011100041001
211110041002,Southwest Core,21,Q3,2019,775,749,37,G21011100041002
211110041003,Southwest Core,22,Q3,2019,795,749,58,G21011100041003
211110043011,Southwest Core,23,Q3,2019,725,749,44,G21011100043011
211110043012,Southwest Core,22,Q3,2019,629,749,31,G21011100043012
211110043013,Southwest Core,23,Q3,2019,650,749,41,G21011100043013
211110043014,Southwest Core,22,Q3,2019,639.5,749,34,G21011100043014
211110043021,Iroquois Park,22,Q3,2019,639.5,725,42,G21011100043021
211110044001,Iroquois Park,22,Q3,2019,737.5,725,38,G21011100044001
211110044002,Iroquois Park,22,Q3,2019,725,725,35,G21011100044002
211110044003,Iroquois Park,22,Q3,2019,725,725,31,G21011100044003
211110044004,Iroquois Park,22,Q3,2019,765,725,37,G21011100044004
211110045001,Iroquois Park,22,Q3,2019,762,725,22,G21011100045001
211110045002,Iroquois Park,22,Q3,2019,799,725,23,G21011100045002
211110045003,Iroquois Park,22,Q3,2019,899,725,10,G21011100045003
211110046001,Iroquois Park,22,Q3,2019,725,725,27,G21011100046001
211110046002,Iroquois Park,22,Q3,2019,725,725,19,G21011100046002
211110046003,Iroquois Park,22,Q3,2019,725,725,32,G21011100046003
211110049000,Downtown,23,Q3,2019,1500,1165,83,G21011100049000
211110049001,Downtown,23,Q3,2019,1245,1165,281,G21011100049001
211110049002,Downtown,23,Q3,2019,1207,1165,217,G21011100049002
211110049003,Downtown,23,Q3,2019,1310,1165,231,G21011100049003
211110050001,Downtown,23,Q3,2019,982.5,1165,170,G21011100050001
211110050002,Downtown,23,Q3,2019,905,1165,213,G21011100050002
211110051001,University,23,Q3,2019,900,840,256,G21011100051001
211110051002,University,23,Q3,2019,887.5,840,270,G21011100051002
211110051003,University,23,Q3,2019,895,840,268,G21011100051003
211110052001,University,23,Q3,2019,750,840,199,G21011100052001
211110052002,University,23,Q3,2019,750,840,183,G21011100052002
211110052003,University,23,Q3,2019,850,840,234,G21011100052003
211110053001,University,23,Q3,2019,795,840,202,G21011100053001
211110053002,University,23,Q3,2019,800,840,202,G21011100053002
211110056001,Iroquois Park,22,Q3,2019,725,725,26,G21011100056001
211110056002,Iroquois Park,22,Q3,2019,722.5,725,16,G21011100056002
211110056003,Iroquois Park,22,Q3,2019,700,725,25,G21011100056003
211110059011,Downtown,23,Q3,2019,1275,1165,264,G21011100059011
211110059012,Downtown,23,Q3,2019,1117.5,1165,230,G21011100059012
211110059021,Downtown,23,Q3,2019,1255,1165,244,G21011100059021
211110059022,Downtown,23,Q3,2019,1264,1165,181,G21011100059022
211110059023,Downtown,23,Q3,2019,1200,1165,195,G21011100059023
211110062001,Downtown,23,Q3,2019,1021.5,1165,226,G21011100062001
211110062002,Downtown,23,Q3,2019,965,1165,209,G21011100062002
211110063001,Southeast Core,23,Q3,2019,900,995,153,G21011100063001
211110063002,Southeast Core,23,Q3,2019,900,995,161,G21011100063002
211110064001,Southeast Core,23,Q3,2019,1069,995,207,G21011100064001
211110064002,Southeast Core,23,Q3,2019,1066.5,995,232,G21011100064002
211110065001,University,23,Q3,2019,900,840,261,G21011100065001
211110065002,University,23,Q3,2019,850,840,153,G21011100065002
211110065003,University,23,Q3,2019,799.5,840,216,G21011100065003
211110065004,University,23,Q3,2019,800,840,188,G21011100065004
211110066001,University,23,Q3,2019,900,840,283,G21011100066001
211110066002,University,23,Q3,2019,785,840,218,G21011100066002
211110068001,Southeast Core,23,Q3,2019,854,995,128,G21011100068001
211110068002,Southeast Core,23,Q3,2019,856,995,107,G21011100068002
211110068003,Southeast Core,23,Q3,2019,850,995,138,G21011100068003
211110069001,Southeast Core,23,Q3,2019,912.5,995,152,G21011100069001
211110069002,Southeast Core,23,Q3,2019,900,995,113,G21011100069002
211110069003,Southeast Core,23,Q3,2019,875,995,115,G21011100069003
211110070001,Southeast Core,23,Q3,2019,899,995,82,G21011100070001
211110070002,Southeast Core,22,Q3,2019,875,995,85,G21011100070002
211110071011,University,21,Q3,2019,787.5,840,46,G21011100071011
211110071021,University,22,Q3,2019,825,840,71,G21011100071021
211110071022,University,23,Q3,2019,805,840,158,G21011100071022
211110071023,University,23,Q3,2019,825,840,233,G21011100071023
211110071024,University,23,Q3,2019,815,840,148,G21011100071024
211110071025,University,23,Q3,2019,785,840,135,G21011100071025
